DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
01-01-25,1,2024,CADILLAC,HALIFAX COUNTY,LYRIQ
01-01-25,1,2024,VOLVO,HALIFAX COUNTY,XC40
01-01-25,1,2023,FORD,ANNAPOLIS COUNTY,F150
01-01-25,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,FORD,HALIFAX COUNTY,ESCAPE
01-01-25,1,2015,TOYOTA,KINGS COUNTY,PRIUS C
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,Y
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,KONA EV
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL Y
01-01-25,1,2024,KIA,HANTS COUNTY,EV9
01-01-25,1,2024,KIA,HALIFAX COUNTY,NIRO
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,KONA
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2016,NISSAN,ANNAPOLIS COUNTY,LEAF
01-01-25,1,2022,TESLA,HALIFAX COUNTY,3
01-01-25,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAEV
01-01-25,1,2019,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL 3
01-01-25,1,2024,TOYOTA,KINGS COUNTY,RAV4
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQS 450
01-01-25,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQB350
01-01-25,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACH E
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACH E
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,CAPE BRETON COUNTY,3
01-01-25,1,2023,HYUNDAI,HALIFAX COUNTY,GENESIS GV70
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACH-E
01-01-25,1,2020,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,CAPE BRETON COUNTY,MUSTANG MACH
01-01-25,1,2024,HONDA,HALIFAX COUNTY,CR-V
01-01-25,1,2024,BMW,ANTIGONISH COUNTY,IX
01-01-25,1,2023,CHEVROLET,ANNAPOLIS COUNTY,BOLT
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2023,FORD,HALIFAX COUNTY,W1XE
01-01-25,1,2024,HYUNDAI,CAPE BRETON COUNTY,IONIQ 6
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,KONA
01-01-25,1,2020,HYUNDAI,CAPE BRETON COUNTY,IONIQ
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,KIA,HALIFAX COUNTY,EV6
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT EUV
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
01-01-25,1,2023,HYUNDAI,ANTIGONISH COUNTY,IONIQ 6
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID4
01-01-25,1,2023,FORD,PICTOU COUNTY,ESCAPE
01-01-25,1,2024,HYUNDAI,HANTS COUNTY,KONA
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,TESLA,KINGS COUNTY,Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2018,HYUNDAI,KINGS COUNTY,IONIQ
01-01-25,1,2024,TESLA,KINGS COUNTY,Y
01-01-25,1,2024,TESLA,CAPE BRETON COUNTY,MODEL Y
01-01-25,1,2024,TESLA,ANTIGONISH COUNTY,MODEL Y
01-01-25,1,2019,TESLA,HANTS COUNTY,3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 6
01-01-25,1,2021,FORD,HALIFAX COUNTY,MUSTANG
01-01-25,1,2024,TESLA,ANTIGONISH COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,RICHMOND COUNTY,IONIQ5
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4
01-01-25,1,2024,FORD,OUT OF PROVINCE,ESCAPE
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,YARMOUTH COUNTY,KONA
01-01-25,1,2024,HYUNDAI,CUMBERLAND COUNTY,KONA EV
01-01-25,1,2023,HYUNDAI,ANNAPOLIS COUNTY,IONIQ 6
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACH-E
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HANTS COUNTY,MODEL Y
01-01-25,1,2024,GMC,HALIFAX COUNTY,HUMMER
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 6
01-01-25,1,2022,FORD,HANTS COUNTY,MUSTANG
01-01-25,1,2022,FORD,HANTS COUNTY,MUSTANG
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,CUMBERLAND COUNTY,F150 LIGHTNING
01-01-25,1,2024,CADILLAC,CAPE BRETON COUNTY,LYRIQ
01-01-25,1,2024,NISSAN,HALIFAX COUNTY,LEAF
01-01-25,1,2023,HYUNDAI,HALIFAX COUNTY,ION
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2021,TESLA,HALIFAX COUNTY,MODEL
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIC 5
01-01-25,1,2024,TESLA,COLCHESTER COUNTY,Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACH-
01-01-25,1,2024,HYUNDAI,VICTORIA COUNTY,KONA EV
01-01-25,1,2021,FORD,COLCHESTER COUNTY,MUSTANG
01-01-25,1,2024,TESLA,KINGS COUNTY,MODEL Y
01-01-25,1,2024,NISSAN,HALIFAX COUNTY,LEAF
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,ANNAPOLIS COUNTY,IONIQ 6
01-01-25,1,2024,CADILLAC,HALIFAX COUNTY,LYRIQ
01-01-25,1,2023,FORD,HANTS COUNTY,F150 LIGHTNING
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,TESLA,COLCHESTER COUNTY,Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2021,FORD,HALIFAX COUNTY,MUSTANG
01-01-25,1,2023,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,KONA
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,IONIQ 6
01-01-25,1,2024,TESLA,CAPE BRETON COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,TESLA,COLCHESTER COUNTY,3
01-01-25,1,2024,HYUNDAI,COLCHESTER COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,VOLVO,HALIFAX COUNTY,XC60
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAEV
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,S
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,IONIQ 6
01-01-25,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
01-01-25,1,2023,MERCEDES BENZ,QUEENS COUNTY,EQS 450
01-01-25,1,2024,KIA,HALIFAX COUNTY,NIRO
01-01-25,1,2024,KIA,HALIFAX COUNTY,NIRO
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF CL AUT FWD
01-01-25,1,2015,TESLA,HALIFAX COUNTY,MODEL S 90D
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,TUCSON
01-01-25,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2013,TESLA,LUNENBURG COUNTY,S
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL 3
01-01-25,1,2024,FORD,CUMBERLAND COUNTY,ESCAPE
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 6
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TOYOTA,HALIFAX COUNTY,HIGHLANDER
01-01-25,1,2018,NISSAN,HALIFAX COUNTY,LEAF
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 PRO S
01-01-25,1,2024,TESLA,HANTS COUNTY,MODEL Y
01-01-25,1,2021,KIA,HALIFAX COUNTY,SOUL
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACH
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2023,TESLA,HALIFAX COUNTY,3
01-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACH-
01-01-25,1,2023,FORD,HANTS COUNTY,MACH-
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,KONA EV
01-01-25,1,2023,TESLA,HALIFAX COUNTY,MODEL S
01-01-25,1,2023,FORD,RICHMOND COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,COLCHESTER COUNTY,3
01-01-25,1,2024,HYUNDAI,CAPE BRETON COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HANTS COUNTY,KONA EV
01-01-25,1,2024,FORD,HALIFAX COUNTY,F150
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACH-
01-01-25,1,2024,TESLA,ANTIGONISH COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HANTS COUNTY,MODEL Y
01-01-25,1,2024,KIA,CUMBERLAND COUNTY,EV6
01-01-25,1,2024,HYUNDAI,CUMBERLAND COUNTY,IONIQ6
01-01-25,1,2024,TESLA,QUEENS COUNTY,MODEL Y
01-01-25,1,2024,TESLA,ANNAPOLIS COUNTY,Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2020,TESLA,HALIFAX COUNTY,3
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACH
01-01-25,1,2024,TESLA,CAPE BRETON COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2023,FORD,HANTS COUNTY,F150
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HALIFAX COUNTY,X
01-01-25,1,2024,KIA,HALIFAX COUNTY,NIRO
01-01-25,1,2023,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACH-E
01-01-25,1,2024,TESLA,CUMBERLAND COUNTY,MODEL 3
01-01-25,1,2020,TESLA,HALIFAX COUNTY,3.0000000
01-01-25,1,2024,FORD,CUMBERLAND COUNTY,ESCAPE
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2020,KIA,HANTS COUNTY,NIRO
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 6
01-01-25,1,2024,KIA,COLCHESTER COUNTY,EV6
01-01-25,1,2024,TOYOTA,KINGS COUNTY,RAV4 PRIME
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2023,FORD,HALIFAX COUNTY,F-150 SUPERCRE
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,CADILLAC,HALIFAX COUNTY,LYRIQ
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,CHEVROLET,OUT OF PROVINCE,BLAEV
01-01-25,1,2024,CADILLAC,HALIFAX COUNTY,LYRIQ
01-01-25,1,2023,HYUNDAI,HANTS COUNTY,KONA EV
01-01-25,1,2022,FORD,PICTOU COUNTY,MUSTANG
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,IONIQ5
01-01-25,1,2023,FORD,LUNENBURG COUNTY,MACH-E
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,CHEVROLET,HANTS COUNTY,BLAZER
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2021,FORD,LUNENBURG COUNTY,MUSTANG MACHE
01-01-25,1,2024,VOLVO,HALIFAX COUNTY,C40
01-01-25,1,2023,FORD,LUNENBURG COUNTY,MACH E
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,HYUNDAI,PICTOU COUNTY,KONA EV
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACHE
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACHE
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACHE
01-01-25,1,2024,HYUNDAI,CAPE BRETON COUNTY,KONA EV
01-01-25,1,2018,TESLA,HALIFAX COUNTY,3
01-01-25,1,2018,NISSAN,HALIFAX COUNTY,LEAF
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2023,TESLA,HALIFAX COUNTY,MODEL X
01-01-25,1,2024,AUDI,ANTIGONISH COUNTY,Q4 E-TRON
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
01-01-25,1,2023,FORD,HALIFAX COUNTY,TRANS
01-01-25,1,2023,TESLA,HALIFAX COUNTY,MODEL X
01-01-25,1,2023,ZERO,HALIFAX COUNTY,DSR ZF14.4
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,MAZDA,HALIFAX COUNTY,CX-90
01-01-25,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,CHEVROLET,HANTS COUNTY,BLAZER EV
01-01-25,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
01-01-25,1,2023,FORD,HALIFAX COUNTY,TRANS
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,ANNAPOLIS COUNTY,IONIQ 5
01-01-25,1,2019,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
01-01-25,1,2024,BMW,HALIFAX COUNTY,I4
01-01-25,1,2023,NISSAN,HANTS COUNTY,ARIYA
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,GMC,KINGS COUNTY,HUMMER
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,KONA EV
01-01-25,1,2024,TESLA,CUMBERLAND COUNTY,Y
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV
01-01-25,1,2023,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,KIA,HALIFAX COUNTY,EV6
01-01-25,1,2024,SUBARU,OUT OF PROVINCE,SOLTERRA
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,KIA,KINGS COUNTY,EV9
01-01-25,1,2024,KIA,ANNAPOLIS COUNTY,SPORTAGE
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2022,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,TESLA,HANTS COUNTY,MODEL 3
01-01-25,1,2024,FORD,HALIFAX COUNTY,ESCAPE
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
01-01-25,1,2023,FORD,HALIFAX COUNTY,TRANS
01-01-25,1,2024,KIA,HALIFAX COUNTY,EV9
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,CUMBERLAND COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,KIA,KINGS COUNTY,SPORTAGE
01-01-25,1,2022,TESLA,ANNAPOLIS COUNTY,3
01-01-25,1,2019,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL 3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2023,FORD,CUMBERLAND COUNTY,MACH
01-01-25,1,2024,TESLA,CUMBERLAND COUNTY,MODEL 3
01-01-25,1,2024,KIA,KINGS COUNTY,SPORTAGE
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2024,TESLA,COLCHESTER COUNTY,MODEL 3
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,IONIQ 6
01-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT
01-01-25,1,2023,FORD,HALIFAX COUNTY,MACHE-E
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACHE
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAEV
01-01-25,1,2021,MINI,PICTOU COUNTY,COOPER
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA
01-01-25,1,2024,TESLA,LUNENBURG COUNTY,MODEL Y
01-01-25,1,2023,FORD,ANTIGONISH COUNTY,MUSTANG MACH-E
01-01-25,1,2024,GMC,HALIFAX COUNTY,HUMMER
01-01-25,1,2023,FORD,HALIFAX COUNTY,TRANS
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER
01-01-25,1,2023,FORD,COLCHESTER COUNTY,F150
01-01-25,1,2019,TESLA,HALIFAX COUNTY,LONG RANGE
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV ULTIMATE
01-01-25,1,2024,HYUNDAI,COLCHESTER COUNTY,IONIQ 5
01-01-25,1,2023,FORD,INVERNESS COUNTY,MUSTANG MACH E
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2023,FORD,HALIFAX COUNTY,F150
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,FORD,HALIFAX COUNTY,MUSTANG MACH
01-01-25,1,2024,TESLA,ANTIGONISH COUNTY,MODEL3
01-01-25,1,2024,TESLA,KINGS COUNTY,MODEL Y
01-01-25,1,2023,TESLA,COLCHESTER COUNTY,MODEL Y
01-01-25,1,2024,VOLKSWAGEN,PICTOU COUNTY,ID.4
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,FORD,INVERNESS COUNTY,ESCAPE
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 6
01-01-25,1,2024,KIA,KINGS COUNTY,EV6
01-01-25,1,2024,KIA,HALIFAX COUNTY,EV6
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,KONA EV
01-01-25,1,2024,TESLA,HALIFAX COUNTY,Y
01-01-25,1,2024,TESLA,HALIFAX COUNTY,3
01-01-25,1,2024,BMW,HALIFAX COUNTY,IX
01-01-25,1,2024,BMW,HALIFAX COUNTY,I4
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,KONA EV ULTIMATE
01-01-25,1,2023,FORD,PICTOU COUNTY,F150 4X4 C
01-01-25,1,2024,HYUNDAI,KINGS COUNTY,IONIQ 5
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
01-01-25,1,2022,FORD,HALIFAX COUNTY,F150
01-01-25,1,2023,FORD,ANNAPOLIS COUNTY,F150 LIGHTNING
01-01-25,1,2024,HYUNDAI,LUNENBURG COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,HYUNDAI,HALIFAX COUNTY,IONIQ 5
01-01-25,1,2024,CHEVROLET,HALIFAX COUNTY,BLAZER EV
01-01-25,1,2024,CADILLAC,HALIFAX COUNTY,LYRIQ
01-01-25,1,2024,SUBARU,HALIFAX COUNTY,SOLTERRA
01-01-25,1,2024,CHEVROLET,YARMOUTH COUNTY,BLAZER
01-01-25,1,2024,CHEVROLET,CAPE BRETON COUNTY,BLAZER EV
01-01-25,1,2024,HYUNDAI,SHELBURNE COUNTY,KONA EV
01-01-25,1,2020,TESLA,HANTS COUNTY,3
01-01-25,1,2024,TESLA,PICTOU COUNTY,Y
01-01-25,1,2024,AUDI,HALIFAX COUNTY,Q4 E-TRON
01-01-25,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
01-01-25,1,2024,TESLA,HANTS COUNTY,MODEL Y REAR WHEEL
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
01-01-25,1,2022,TESLA,HANTS COUNTY,3
01-01-25,1,2023,FORD,CAPE BRETON COUNTY,ESCAPE
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2023,CHEVROLET,HALIFAX COUNTY,BOLT EUV
01-01-25,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
01-01-25,1,2024,KIA,DIGBY COUNTY,EV6
01-01-25,1,2023,HYUNDAI,SHELBURNE COUNTY,KONA EV
01-01-25,1,2024,HYUNDAI,DIGBY COUNTY,IONIQ 5
