date,number_of_electric_vehicles,vehicle_model_year,vehicle_make,location,vehicle_model,year,month,vehicle_type,day
2025-01-01,1,2024,Hyundai,Lunenburg County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Colchester County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4 Pro S,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2024,Chevrolet,Halifax County,Blazer Ev,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Volkswagen,Lunenburg County,Id.4 Pro S,2025,1,SUV,1
2025-01-01,1,2023,Ford,Digby County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2022,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Hants County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2022,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Volvo,Queens County,Ex 40,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2022,Bmw,Halifax County,I4 Edrive40,2025,1,Sedan,1
2025-01-01,1,2023,Mazda,Lunenburg County,Mx-30 Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Lunenburg County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Cape Breton County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Kings County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Kings County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Mini,Halifax County,Cooper Se,2025,1,Hatchback,1
2025-01-01,1,2024,Bmw,Halifax County,I5,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Lunenburg County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Kia,Halifax County,Ev6,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Chevrolet,Hants County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2022,Fccc,Halifax County,Vg000042,2025,1,,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Kia,Halifax County,Ev6,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Audi,Halifax County,Q4 E-Tron,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Ford,Digby County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Audi,Queens County,Q8 E-Tron,2025,1,SUV,1
2025-01-01,1,2022,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Dodge,Halifax County,Hornet,2025,1,,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Audi,Kings County,Q8 E-Tron,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Lunenburg County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4 Pro S,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Pictou County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Annapolis County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Subaru,Halifax County,Solterra,2025,1,,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2022,Tesla,Halifax County,Model X Plaid,2025,1,SUV,1
2025-01-01,1,2023,Ford,Pictou County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2024,Polestar Motor Vehicles,Lunenburg County,2,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Colchester County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2022,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2022,Ford,Cape Breton County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Halifax County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2022,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Volkswagen,Halifax County,Taos,2025,1,SUV,1
2025-01-01,1,2024,Bmw,Halifax County,X3,2025,1,SUV,1
2025-01-01,1,2024,Bmw,Halifax County,X3,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev Premier,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Ford,Annapolis County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Chevrolet,Lunenburg County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Inverness County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Kings County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Audi,Lunenburg County,Q4 E-Tron,2025,1,SUV,1
2025-01-01,1,2024,Chevrolet,Cape Breton County,Blazer Ev,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Toyota,Halifax County,Grand Highlander Hybrid,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Queens County,Model Y,2025,1,SUV,1
2025-07-01,1,2026,Bmw,Halifax County,Ix,2025,7,SUV,1
2025-01-01,1,2024,Bmw,Halifax County,I4 Edrive35,2025,1,Sedan,1
2025-01-01,1,2020,Nissan,Pictou County,Leaf,2025,1,Hatchback,1
2025-01-01,1,2022,Tesla,Pictou County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Cadillac,Cape Breton County,Lyriq,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Mercedes Benz,Halifax County,Eqe 350 4Matic,2025,1,Sedan,1
2025-01-01,1,2024,Cadillac,Cape Breton County,Lyriq,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Mini,Halifax County,Cooper Se,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Volkswagen,Hants County,Id.4,2025,1,SUV,1
2025-01-01,1,2023,Volkswagen,Hants County,Id.4,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2022,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Hyundai,Pictou County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Ford,Pictou County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2022,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2017,Chevrolet,Colchester County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2020,Nissan,Halifax County,Leaf,2025,1,Hatchback,1
2025-01-01,1,2019,Nissan,Halifax County,Leaf,2025,1,Hatchback,1
2025-01-01,1,2023,Hyundai,Cape Breton County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Audi,Halifax County,Q8 E-Tron Sportback,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Audi,Colchester County,Q4 E-Tron,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Pictou County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Audi,Halifax County,Q4 E-Tron,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Guysborough County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2021,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3 Rwd,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2019,Hyundai,Colchester County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Gmc,Colchester County,Hummer Ev Suv,2025,1,,1
2025-01-01,1,2023,Ford,Lunenburg County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Audi,Halifax County,Q4 E-Tron,2025,1,SUV,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4,2025,1,SUV,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2024,Kia,Halifax County,Ev6,2025,1,SUV,1
2025-01-01,1,2023,Mercedes Benz,Halifax County,Eqe 350 4Matic,2025,1,Sedan,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Pictou County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Porsche,Halifax County,Taycan,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Halifax County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2019,Jaguar,Annapolis County,L-Pace Hse,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Yarmouth County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Colchester County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Lunenburg County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Mitsubishi,Hants County,Outlander,2025,1,SUV,1
2025-01-01,1,2022,Kia,Halifax County,Ev6,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Kings County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Mercedes Benz,Lunenburg County,Eqs 580 4Matic,2025,1,Sedan,1
2025-01-01,1,2023,Chevrolet,Cape Breton County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Mini,Halifax County,Cooper Se,2025,1,Hatchback,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Hyundai,Cape Breton County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Yarmouth County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2014,Fiat,Halifax County,500,2025,1,,1
2025-01-01,1,2020,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Annapolis County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Kia,Annapolis County,Ev6,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Digby County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Ford,Colchester County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Out Of Province,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Tesla,Hants County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Halifax County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Lunenburg County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2016,Tesla,Kings County,Model S 85D,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Cape Breton County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Lunenburg County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Kings County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2024,Toyota,Cape Breton County,Prius Prime,2025,1,Sedan,1
2025-01-01,1,2024,Kia,Kings County,Niro Ev,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Kings County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model X,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Novabus,Halifax County,Elec,2025,1,,1
2025-01-01,1,2023,Rivian,Halifax County,R1S,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2022,Tesla,Hants County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Ford,Richmond County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2021,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Hyundai,Colchester County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Pictou County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Colchester County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Mazda,Halifax County,Mx-30 Ev,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev Premier,2025,1,Hatchback,1
2025-01-01,1,2023,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Kia,Kings County,Ev6,2025,1,SUV,1
2025-01-01,1,2023,Ford,Inverness County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2024,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2022,Tesla,Digby County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Colchester County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Halifax County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Halifax County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Ford,Annapolis County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2023,Honda,Cape Breton County,Accord,2025,1,Sedan,1
2025-07-01,1,2023,Tesla,Kings County,Model Y,2025,7,SUV,1
2025-01-01,1,2018,Nissan,Cape Breton County,Leaf,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Hants County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Cape Breton County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2022,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Chevrolet,Halifax County,Blazer Ev,2025,1,SUV,1
2025-01-01,1,2022,Ford,Antigonish County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev Premier,2025,1,Hatchback,1
2025-01-01,1,2023,Chevrolet,Kings County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Hyundai,Cape Breton County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Cape Breton County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2021,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Kings County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2023,Ford,Victoria County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Antigonish County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev,2025,1,Hatchback,1
2025-01-01,1,2024,Cadillac,Colchester County,Lyriq,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Kings County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Ford,Inverness County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Cumberland County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Yarmouth County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Lunenburg County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Ford,Richmond County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Rivian,Halifax County,R1S Launch Edition S,2025,1,SUV,1
2025-01-01,1,2023,Hyundai,Halifax County,Venue,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Halifax County,Bolt Ev Premier,2025,1,Hatchback,1
2025-01-01,1,2022,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Kia,Queens County,Ev6,2025,1,SUV,1
2025-01-01,1,2024,Kia,Kings County,Niro Ev,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Kings County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2021,Ford,Halifax County,Ranger Tke,2025,1,Pickup,1
2025-01-01,1,2022,Ford,Halifax County,Mustang Mach-E,2025,1,SUV,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Colchester County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2018,Nissan,Halifax County,Leaf,2025,1,Hatchback,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2019,Kia,Colchester County,Niro Ev,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Subaru,Halifax County,Solterra,2025,1,,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 5,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Cumberland County,Model Y,2025,1,SUV,1
2025-01-01,1,2023,Chevrolet,Queens County,Bolt Ev Premier,2025,1,Hatchback,1
2025-01-01,1,2019,Tesla,Kings County,Model 3,2025,1,Sedan,1
2025-01-01,1,2024,Chrysler,Kings County,Pacifica,2025,1,,1
2025-01-01,1,2023,Tesla,Halifax County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2024,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Tesla,Digby County,Model Y,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Lunenburg County,Ioniq 6,2025,1,Sedan,1
2025-01-01,1,2023,Volkswagen,Halifax County,Id.4 Pro S,2025,1,SUV,1
2025-01-01,1,2024,Hyundai,Halifax County,Kona Ev,2025,1,SUV,1
2025-01-01,1,2023,Ford,Halifax County,E-Transit Cargo Van,2025,1,Van,1
2025-01-01,1,2023,Ford,Halifax County,F-150 Lightning,2025,1,Pickup,1
2025-01-01,1,2023,Tesla,Halifax County,Model 3,2025,1,Sedan,1
2025-01-01,1,2023,Tesla,Kings County,Model Y,2025,1,SUV,1
